sinh(-2*x)	-2*x - 4*x**3/3
(3*x**3/8)*tanh(2*x**3/9)/(3*x+1)*exp(-6*x**3/9)-tan(4*x+5)	-tan(5) + x*(-4*tan(5)**2 - 4) + x**2*(-16*tan(5) - 16*tan(5)**3) + x**3*(-64*tan(5)**4 - 256*tan(5)**2/3 - 64/3) + x**4*(-512*tan(5)/3 - 1280*tan(5)**3/3 - 256*tan(5)**5)
-tanh(9*x**2/8)+(3*x-8)*tanh(4*x**3-8)+exp(4*x**2-4)	8*tanh(8) + exp(-4) - 3*x*tanh(8) + x**2*(-9/8 + 4*exp(-4)) + x**3*(-32 + 32*tanh(8)**2) + x**4*(-12*tanh(8)**2 + 8*exp(-4) + 12)
-(3*x**2/6)*sin(-3*x+7)+cosh(-4*x**3+6)	cosh(6) - x**2*sin(7)/2 + x**3*(-4*sinh(6) + 3*cos(7)/2) + 9*x**4*sin(7)/4
-(9*x**3/5)*sinh(6*x**2/7)-exp(-5*x**2+1)	-E + 5*E*x**2 - 25*E*x**4/2
(8*x+9)*exp(4*x**2+7)	9*exp(7) + 8*x*exp(7) + 36*x**2*exp(7) + 32*x**3*exp(7) + 72*x**4*exp(7)
(7*x**2+2)*tan(5*x-2)/exp(-3*x**2/6)/cosh(-4*x**2)	-2*tan(2) + x*(10 + 10*tan(2)**2) + x**2*(-58*tan(2) - 50*tan(2)**3) + x**3*(370/3 + 1120*tan(2)**2/3 + 250*tan(2)**4) + x**4*(-12253*tan(2)/12 - 6850*tan(2)**3/3 - 1250*tan(2)**5)
(8*x/8)*exp(9*x**3-9)/cosh(3*x**2-6)	x*exp(-9)/cosh(6) + 3*x**3*exp(-9)*sinh(6)/cosh(6)**2 + 9*x**4*exp(-9)/cosh(6)
-(5*x-6)*sinh(-4*x+2)	6*sinh(2) + x*(-24*cosh(2) - 5*sinh(2)) + x**2*(20*cosh(2) + 48*sinh(2)) + x**3*(-64*cosh(2) - 40*sinh(2)) + x**4*(160*cosh(2)/3 + 64*sinh(2))
exp(8*x/5)/sinh(-5*x-1)	-1/sinh(1) + x*(-8/(5*sinh(1)) + 5*cosh(1)/sinh(1)**2) + x**2*(-(-25/2 + 25*cosh(1)**2/sinh(1)**2)/sinh(1) - 32/(25*sinh(1)) + 8*cosh(1)/sinh(1)**2) + x**3*(-8*(-25/2 + 25*cosh(1)**2/sinh(1)**2)/(5*sinh(1)) - 256/(375*sinh(1)) + 32*cosh(1)/(5*sinh(1)**2) - (-5*(-25/2 + 25*cosh(1)**2/sinh(1)**2)*cosh(1)/sinh(1) + 125*cosh(1)/(3*sinh(1)))/sinh(1)) + x**4*(-(-625*cosh(1)**2/(3*sinh(1)**2) + 3125/24 - 5*(-125*cosh(1)**3/sinh(1)**3 + 625*cosh(1)/(6*sinh(1)))*cosh(1)/sinh(1))/sinh(1) - 32*(-25/2 + 25*cosh(1)**2/sinh(1)**2)/(25*sinh(1)) - 512/(1875*sinh(1)) + 256*cosh(1)/(75*sinh(1)**2) - 8*(-5*(-25/2 + 25*cosh(1)**2/sinh(1)**2)*cosh(1)/sinh(1) + 125*cosh(1)/(3*sinh(1)))/(5*sinh(1)))
exp(6*x**3/7)/(4*x)*tan(-2*x**3+9)	tan(9)/(4*x) + x**2*(-1/2 - tan(9)**2/2 + 3*tan(9)/14)
-exp(4*x**2+9)+sin(8*x**2/6)	-exp(9) + x**2*(4/3 - 4*exp(9)) - 8*x**4*exp(9)
exp(2*x/3)+(2*x**2+8)*sin(2*x**3/5)	1 + 2*x/3 + 2*x**2/9 + 1316*x**3/405 + 2*x**4/243
(4*x**2/3)*tan(-4*x**3+1)-(2*x**2+4)*exp(5*x-2)+sinh(-5*x**3/6)	-4*exp(-2) - 20*x*exp(-2) + x**2*(-52*exp(-2) + 4*tan(1)/3) + x**3*(-280*exp(-2)/3 - 5/6) - 775*x**4*exp(-2)/6
(9*x+9)*sin(8*x/7)	72*x/7 + 72*x**2/7 - 768*x**3/343 - 768*x**4/343
tanh(8*x**3-3)+exp(-3*x**2-9)	exp(-9) - tanh(3) - 3*x**2*exp(-9) + x**3*(8 - 8*tanh(3)**2) + 9*x**4*exp(-9)/2
-tan(-2*x/4)/(7*x**2-4)*tanh(6*x**3+6)+exp(7*x**3+2)	exp(2) - x*tanh(6)/8 + x**3*(-11*tanh(6)/48 + 7*exp(2)) + x**4*(-3/4 + 3*tanh(6)**2/4)
-(6*x/9)*exp(-6*x+3)+(8*x**2-9)*sin(7*x**3/6)	-2*x*exp(3)/3 + 4*x**2*exp(3) + x**3*(-12*exp(3) - 21/2) + 24*x**4*exp(3)
tanh(-3*x/2)/exp(9*x**2/2)	-3*x/2 + 63*x**3/8
cosh(2*x**2-4)	cosh(4) - 2*x**2*sinh(4) + 2*x**4*cosh(4)
exp(-7*x**3-9)-cos(-3*x+8)	-cos(8) + exp(-9) - 3*x*sin(8) + 9*x**2*cos(8)/2 + x**3*(-7*exp(-9) + 9*sin(8)/2) - 27*x**4*cos(8)/8
-(4*x**2/6)*tan(-7*x**2-3)/ln(-4*x+7)	2*x**2*tan(3)/(3*log(7)) + 8*x**3*tan(3)/(21*log(7)**2) + x**4*(2*(8/(49*log(7)) + 16/(49*log(7)**2))*tan(3)/(3*log(7)) + 14*tan(3)**2/(3*log(7)) + 14/(3*log(7)))
-(8*x+6)*sinh(-2*x**3+6)-(6*x+2)*exp(3*x/4)	-2 - 6*sinh(6) + x*(-8*sinh(6) - 15/2) - 81*x**2/16 + x**3*(-117/64 + 12*cosh(6)) + x**4*(-459/1024 + 16*cosh(6))
cos(-9*x**2+4)/exp(3*x**2-7)-cos(-7*x**2+5)	-cos(5) + exp(7)*cos(4) + x**2*(9*exp(7)*sin(4) - 7*sin(5) - 3*exp(7)*cos(4)) + x**4*(49*cos(5)/2 - 27*exp(7)*sin(4) - 36*exp(7)*cos(4))
sin(9*x/5)/(4*x/3)*sinh(-7*x**3-5)+exp(-7*x**3-3)	exp(-3) - 27*sinh(5)/20 + 729*x**2*sinh(5)/1000 + x**3*(-189*cosh(5)/20 - 7*exp(-3)) - 59049*x**4*sinh(5)/500000
exp(6*x**2/7)/exp(-5*x**3-1)	E + 6*E*x**2/7 + 5*E*x**3 + 18*E*x**4/49
exp(6*x/9)-cosh(-3*x-8)/(8*x+9)*tanh(-2*x**2-7)	cosh(8)*tanh(7)/9 + 1 + x*(-8*cosh(8)*tanh(7)/81 + 2/3 + sinh(8)*tanh(7)/3) + x**2*(-8*sinh(8)*tanh(7)/27 - 2*cosh(8)*tanh(7)**2/9 + 2/9 + 2*cosh(8)/9 + 857*cosh(8)*tanh(7)/1458) + x**3*(-2*sinh(8)*tanh(7)**2/3 - 3428*cosh(8)*tanh(7)/6561 - 16*cosh(8)/81 + 4/81 + 16*cosh(8)*tanh(7)**2/81 + 2*sinh(8)/3 + 371*sinh(8)*tanh(7)/486) + x**4*(-857*cosh(8)*tanh(7)**2/729 - 1484*sinh(8)*tanh(7)/2187 - 16*sinh(8)/27 + 2/243 + 186587*cosh(8)*tanh(7)/472392 + 4*cosh(8)*tanh(7)**3/9 + 16*sinh(8)*tanh(7)**2/27 + 857*cosh(8)/729)
(3*x+2)*exp(-6*x-5)+(6*x+5)*cos(9*x**2-1)/exp(-2*x**2/4)	5*cos(1) + 2*exp(-5) + x*(-9*exp(-5) + 6*cos(1)) + x**2*(18*exp(-5) + 5*cos(1)/2 + 45*sin(1)) + x**3*(-18*exp(-5) + 3*cos(1) + 54*sin(1)) + x**4*(-1615*cos(1)/8 + 45*sin(1)/2)
(2*x**2/9)*exp(6*x/4)	2*x**2/9 + x**3/3 + x**4/4
sin(8*x**2+6)+(3*x**2+6)*tanh(7*x**2+8)	6*tanh(8) + sin(6) + x**2*(-42*tanh(8)**2 + 3*tanh(8) + 8*cos(6) + 42) + x**4*(-294*tanh(8) - 21*tanh(8)**2 - 32*sin(6) + 21 + 294*tanh(8)**3)
-sin(-5*x**3/9)/sinh(-5*x-3)	-5*x**3/(9*sinh(3)) + 25*x**4*cosh(3)/(9*sinh(3)**2)
-(6*x-8)*exp(3*x**2/2)+(4*x+6)*exp(9*x**2+1)	6*E + 8 + x*(-6 + 4*E) + x**2*(12 + 54*E) + x**3*(-9 + 36*E) + x**4*(9 + 243*E)
sinh(-6*x**3-1)/exp(-3*x+5)	-exp(-5)*sinh(1) - 3*x*exp(-5)*sinh(1) - 9*x**2*exp(-5)*sinh(1)/2 + x**3*(-6*exp(-5)*cosh(1) - 9*exp(-5)*sinh(1)/2) + x**4*(-18*exp(-5)*cosh(1) - 27*exp(-5)*sinh(1)/8)
-exp(3*x**2/3)-(5*x-2)*exp(-7*x**3-6)+(7*x**2-5)*tanh(6*x/8)	2*exp(-6) - 1 + x*(-15/4 - 5*exp(-6)) - x**2 + x**3*(381/64 - 14*exp(-6)) + x**4*(-1/2 + 35*exp(-6))
tan(6*x-4)+sin(4*x**3-6)	-sin(6) - tan(4) + x*(6 + 6*tan(4)**2) + x**2*(-36*tan(4)**3 - 36*tan(4)) + x**3*(4*cos(6) + 72 + 288*tan(4)**2 + 216*tan(4)**4) + x**4*(-2160*tan(4)**3 - 1296*tan(4)**5 - 864*tan(4))
exp(4*x**3-9)-sin(-8*x+9)-(8*x**3+7)*exp(-6*x**3-5)	exp(-9) - 7*exp(-5) - sin(9) + 8*x*cos(9) + 32*x**2*sin(9) + x**3*(4*exp(-9) + 34*exp(-5) - 256*cos(9)/3) - 512*x**4*sin(9)/3
(8*x**3+9)*ln(9*x+6)+ln(7*x**2/6)	9*log(6) + log(7/6) + 2*log(x) + 27*x/2 - 81*x**2/8 + x**3*(81/8 + 8*log(6)) + 39*x**4/64
-(6*x/2)*sinh(5*x+2)	-3*x*sinh(2) - 15*x**2*cosh(2) - 75*x**3*sinh(2)/2 - 125*x**4*cosh(2)/2
(9*x+5)*exp(5*x**3+9)+(6*x-3)*cosh(8*x**3-6)	5*exp(9) - 3*cosh(6) + x*(6*cosh(6) + 9*exp(9)) + x**3*(24*sinh(6) + 25*exp(9)) + x**4*(-48*sinh(6) + 45*exp(9))
tan(6*x/6)+(9*x/2)*cosh(-4*x+4)-(6*x**2)*exp(4*x**3+8)	x*(1 + 9*cosh(4)/2) + x**2*(-6*exp(8) - 18*sinh(4)) + x**3*(1/3 + 36*cosh(4)) - 48*x**4*sinh(4)
tanh(-2*x-5)-exp(-3*x**2+2)	-tanh(5) - exp(2) + x*(-2 + 2*tanh(5)**2) + x**2*(-4*tanh(5)**3 + 4*tanh(5) + 3*exp(2)) + x**3*(-32*tanh(5)**2/3 + 8/3 + 8*tanh(5)**4) + x**4*(-9*exp(2)/2 - 16*tanh(5)**5 - 32*tanh(5)/3 + 80*tanh(5)**3/3)
(6*x/9)*cos(7*x**3/7)	2*x/3
-tan(-3*x**2-3)	tan(3) + x**2*(3*tan(3)**2 + 3) + x**4*(9*tan(3) + 9*tan(3)**3)
cosh(8*x-1)	cosh(1) - 8*x*sinh(1) + 32*x**2*cosh(1) - 256*x**3*sinh(1)/3 + 512*x**4*cosh(1)/3
exp(-4*x**3-5)	exp(-5) - 4*x**3*exp(-5)
-cosh(7*x**2-9)-(4*x**2-4)*exp(-3*x**3/7)-(3*x**2-9)*tan(4*x**2-5)	-9*tan(5) + 4 - cosh(9) + x**2*(3*tan(5) + 32 + 36*tan(5)**2 + 7*sinh(9)) - 12*x**3/7 + x**4*(-49*cosh(9)/2 - 12*tan(5)**2 - 12 - 144*tan(5) - 144*tan(5)**3)
exp(7*x**3-8)	exp(-8) + 7*x**3*exp(-8)
(9*x-1)*cos(-8*x**2/9)-tanh(-2*x**2+5)	-tanh(5) - 1 + 9*x + x**2*(2 - 2*tanh(5)**2) + x**4*(-4*tanh(5)**3 + 32/81 + 4*tanh(5))
sin(-3*x+3)-(8*x**3/5)*exp(-3*x+7)-tanh(-8*x**2)	sin(3) - 3*x*cos(3) + x**2*(8 - 9*sin(3)/2) + x**3*(-8*exp(7)/5 + 9*cos(3)/2) + x**4*(27*sin(3)/8 + 24*exp(7)/5)
-cosh(4*x/9)	-1 - 8*x**2/81 - 32*x**4/19683
-(4*x**3-4)*exp(5*x+4)	4*exp(4) + 20*x*exp(4) + 50*x**2*exp(4) + 238*x**3*exp(4)/3 + 505*x**4*exp(4)/6
exp(-4*x**3+2)+exp(-7*x+6)	exp(6) + exp(2) - 7*x*exp(6) + 49*x**2*exp(6)/2 + x**3*(-343*exp(6)/6 - 4*exp(2)) + 2401*x**4*exp(6)/24
sinh(-7*x**3-5)+cos(7*x-3)	cos(3) - sinh(5) + 7*x*sin(3) - 49*x**2*cos(3)/2 + x**3*(-7*cosh(5) - 343*sin(3)/6) + 2401*x**4*cos(3)/24
-(7*x**3+8)*tan(-8*x**2-9)	8*tan(9) + x**2*(64*tan(9)**2 + 64) + 7*x**3*tan(9) + x**4*(512*tan(9) + 512*tan(9)**3)
(3*x+2)*exp(-8*x-5)	2*exp(-5) - 13*x*exp(-5) + 40*x**2*exp(-5) - 224*x**3*exp(-5)/3 + 256*x**4*exp(-5)/3
-exp(-5*x-3)	-exp(-3) + 5*x*exp(-3) - 25*x**2*exp(-3)/2 + 125*x**3*exp(-3)/6 - 625*x**4*exp(-3)/24
exp(4*x/5)/(2*x**2-8)*exp(-6*x**3+7)	-exp(7)/8 - x*exp(7)/10 - 57*x**2*exp(7)/800 + 2143*x**3*exp(7)/3000 + 139213*x**4*exp(7)/240000
-(8*x**2+2)*cosh(-3*x+9)	-2*cosh(9) + 6*x*sinh(9) - 17*x**2*cosh(9) + 33*x**3*sinh(9) - 171*x**4*cosh(9)/4
-tan(4*x+8)	-tan(8) + x*(-4*tan(8)**2 - 4) + x**2*(-16*tan(8) - 16*tan(8)**3) + x**3*(-64*tan(8)**4 - 256*tan(8)**2/3 - 64/3) + x**4*(-512*tan(8)/3 - 1280*tan(8)**3/3 - 256*tan(8)**5)
-exp(4*x-5)	-exp(-5) - 4*x*exp(-5) - 8*x**2*exp(-5) - 32*x**3*exp(-5)/3 - 32*x**4*exp(-5)/3
(9*x**2-3)*tan(8*x**2-8)	3*tan(8) + x**2*(-24*tan(8)**2 - 24 - 9*tan(8)) + x**4*(192*tan(8)**3 + 192*tan(8) + 72 + 72*tan(8)**2)
(7*x**2)*tan(-2*x+7)	7*x**2*tan(7) + x**3*(-14 - 14*tan(7)**2) + x**4*(28*tan(7)**3 + 28*tan(7))
(5*x**2+4)*sinh(8*x/6)/ln(-6*x+7)	16*x/(3*log(7)) + 32*x**2/(7*log(7)**2) + x**3*(16*(18/(49*log(7)) + 36/(49*log(7)**2))/(3*log(7)) + 668/(81*log(7))) + x**4*(16*(216/(343*log(7)**3) + 72/(343*log(7)) + 216/(343*log(7)**2))/(3*log(7)) + 1336/(189*log(7)**2))
(6*x-8)*cosh(-7*x**2+2)-cos(-9*x+6)+(3*x**2-7)*exp(4*x**2/2)	-cos(6) - 7 - 8*cosh(2) + x*(-9*sin(6) + 6*cosh(2)) + x**2*(-11 + 81*cos(6)/2 + 56*sinh(2)) + x**3*(-42*sinh(2) + 243*sin(6)/2) + x**4*(-196*cosh(2) - 2187*cos(6)/8 - 8)
exp(9*x+2)/exp(-8*x+4)	exp(-2) + 17*x*exp(-2) + 289*x**2*exp(-2)/2 + 4913*x**3*exp(-2)/6 + 83521*x**4*exp(-2)/24
-(8*x+5)*cos(2*x**2/6)/(9*x/4)*tan(-7*x+2)	-20*tan(2)/(9*x) + 140*tan(2)**2/9 + 140/9 - 32*tan(2)/9 + x*(224/9 + 224*tan(2)**2/9 - 980*tan(2)/9 - 980*tan(2)**3/9) + x**2*(6860/27 - 1568*tan(2)/9 - 1568*tan(2)**3/9 + 27440*tan(2)**2/27 + 6860*tan(2)**4/9) + x**3*(10976/27 + 43904*tan(2)**2/27 - 288110*tan(2)/81 + 10976*tan(2)**4/9 - 240100*tan(2)**3/27 - 48020*tan(2)**5/9) + x**4*(403298/81 - 460976*tan(2)/81 - 384160*tan(2)**3/27 + 3428558*tan(2)**2/81 - 76832*tan(2)**5/9 + 672280*tan(2)**4/9 + 336140*tan(2)**6/9)
(7*x-1)*exp(-9*x**2)	-1 + 7*x + 9*x**2 - 63*x**3 - 81*x**4/2
-exp(-4*x**2+1)-(8*x**3/4)*exp(-7*x**2+3)+(9*x+6)*exp(2*x**2-3)	6*exp(-3) - E + 9*x*exp(-3) + x**2*(12*exp(-3) + 4*E) + x**3*(-2*exp(3) + 18*exp(-3)) + x**4*(-8*E + 12*exp(-3))
-exp(9*x**2/4)	-1 - 9*x**2/4 - 81*x**4/32
exp(3*x**2)-(6*x-5)*exp(7*x**2+6)	5*exp(6) + 1 - 6*x*exp(6) + x**2*(3 + 35*exp(6)) - 42*x**3*exp(6) + x**4*(9/2 + 245*exp(6)/2)
(6*x**2-3)*cos(-2*x-9)	-3*cos(9) + 6*x*sin(9) + 12*x**2*cos(9) - 16*x**3*sin(9) - 14*x**4*cos(9)
-ln(4*x/5)	-log(x) - 2*log(2) + log(5)
-(7*x**3-5)*cosh(-5*x**2-6)+exp(7*x**3/3)+sin(-3*x**3-5)	5*cosh(6) + 1 - sin(5) + 25*x**2*sinh(6) + x**3*(-7*cosh(6) - 3*cos(5) + 7/3) + 125*x**4*cosh(6)/2
exp(5*x/3)-(7*x**3/7)*exp(4*x**2+9)	1 + 5*x/3 + 25*x**2/18 + x**3*(125/162 - exp(9)) + 625*x**4/1944
-(6*x**2+2)*ln(5*x+2)/(5*x**2-4)*exp(-2*x**3/7)-exp(-2*x**3/7)	log(2)/2 - 1 + 5*x/4 + x**2*(-25/16 + 17*log(2)/8) + x**3*(689/84 - log(2)/7) + x**4*(-10645/896 + 85*log(2)/32)
cos(-7*x**2+7)	cos(7) + 7*x**2*sin(7) - 49*x**4*cos(7)/2
(3*x**3/6)*cos(-4*x**3+5)/exp(-2*x**3+9)+(3*x**2-9)*sin(7*x**3-6)	9*sin(6) - 3*x**2*sin(6) + x**3*(-63*cos(6) + exp(-9)*cos(5)/2)
exp(3*x**2/4)/cos(-9*x**2-1)	1/cos(1) + x**2*(3/(4*cos(1)) + 9*sin(1)/cos(1)**2) + x**4*(9/(32*cos(1)) + 27*sin(1)/(4*cos(1)**2) + (81/2 + 81*sin(1)**2/cos(1)**2)/cos(1))
(7*x**2+1)*exp(5*x-4)-(8*x**3-4)*tanh(-9*x/8)	exp(-4) + x*(-9/2 + 5*exp(-4)) + 39*x**2*exp(-4)/2 + x**3*(335*exp(-4)/6 + 243/128) + x**4*(2725*exp(-4)/24 + 9)
exp(8*x-8)-(7*x/2)*sinh(-3*x**2-4)/cosh(-8*x-1)	exp(-8) + x*(8*exp(-8) + 7*sinh(4)/(2*cosh(1))) + x**2*(-28*sinh(1)*sinh(4)/cosh(1)**2 + 32*exp(-8)) + x**3*(256*exp(-8)/3 + 21*cosh(4)/(2*cosh(1)) + 7*(-32 + 64*sinh(1)**2/cosh(1)**2)*sinh(4)/(2*cosh(1))) + x**4*(-84*sinh(1)*cosh(4)/cosh(1)**2 + 512*exp(-8)/3 + 7*(-512*sinh(1)**3/cosh(1)**3 + 1280*sinh(1)/(3*cosh(1)))*sinh(4)/(2*cosh(1)))
(6*x**2+9)*sinh(4*x**3-2)	-9*sinh(2) - 6*x**2*sinh(2) + 36*x**3*cosh(2)
sinh(-5*x**2+1)/(8*x+8)*sinh(5*x**3+4)	sinh(1)*sinh(4)/8 - x*sinh(1)*sinh(4)/8 + x**2*(-5*sinh(4)*cosh(1)/8 + sinh(1)*sinh(4)/8) + x**3*(-sinh(1)*sinh(4)/8 + 5*sinh(1)*cosh(4)/8 + 5*sinh(4)*cosh(1)/8) + x**4*(-5*sinh(4)*cosh(1)/8 - 5*sinh(1)*cosh(4)/8 + 27*sinh(1)*sinh(4)/16)
-(3*x**2-2)*tan(9*x**3+1)	2*tan(1) - 3*x**2*tan(1) + x**3*(18 + 18*tan(1)**2)
-(8*x**2+9)*tanh(-6*x-6)-(4*x**3)*cos(6*x**2+8)-exp(2*x+2)	9*tanh(6) - exp(2) + x*(-54*tanh(6)**2 - 2*exp(2) + 54) + x**2*(-316*tanh(6) - 2*exp(2) + 324*tanh(6)**3) + x**3*(-1944*tanh(6)**4 - 600 - 4*exp(2)/3 - 4*cos(8) + 2544*tanh(6)**2) + x**4*(-19152*tanh(6)**3 - 2*exp(2)/3 + 7488*tanh(6) + 11664*tanh(6)**5)
-(2*x**3+5)*cosh(-6*x**2)-(4*x**2-8)*tan(9*x+8)-exp(4*x/8)	-6 + 8*tan(8) + x*(143/2 + 72*tan(8)**2) + x**2*(648*tan(8)**3 + 644*tan(8) - 1/8) + x**3*(91487/48 + 7740*tan(8)**2 + 5832*tan(8)**4) + x**4*(52488*tan(8)**5 + 87156*tan(8)**3 + 34668*tan(8) - 34561/384)
-(7*x-8)*sin(2*x/5)-(2*x**3/6)*cosh(-8*x/4)-exp(6*x-7)	-exp(-7) + x*(16/5 - 6*exp(-7)) + x**2*(-14/5 - 18*exp(-7)) + x**3*(-157/375 - 36*exp(-7)) + x**4*(28/375 - 54*exp(-7))
(5*x+9)*ln(3*x**3/6)	x*(15*log(x) - 5*log(2)) + 27*log(x) - 9*log(2)
(8*x**2/7)*cos(5*x-6)	8*x**2*cos(6)/7 + 40*x**3*sin(6)/7 - 100*x**4*cos(6)/7
(9*x/4)*tan(-3*x**2/6)/exp(-3*x/7)/(4*x-8)*cosh(6*x**2+4)	9*x**3*cosh(4)/64 + 117*x**4*cosh(4)/896
(6*x**3+2)*exp(-3*x**3+6)	2*exp(6)
-(5*x-4)*tanh(-8*x**3)	-32*x**3 + 40*x**4
-(7*x**3)*tanh(8*x-9)/(9*x/6)*exp(8*x**2)/(5*x**2-5)*cosh(-4*x**3+3)	-14*x**2*cosh(3)*tanh(9)/15 + x**3*(-112*cosh(3)*tanh(9)**2/15 + 112*cosh(3)/15) + x**4*(-896*cosh(3)*tanh(9)**3/15 + 154*cosh(3)*tanh(9)/3)
-(3*x+1)*sin(5*x**2+2)	-sin(2) - 3*x*sin(2) - 5*x**2*cos(2) - 15*x**3*cos(2) + 25*x**4*sin(2)/2
exp(3*x**3/8)/exp(9*x/9)	1 - x + x**2/2 + 5*x**3/24 - x**4/3
(3*x**3/6)*exp(-2*x-1)	x**3*exp(-1)/2 - x**4*exp(-1)
-sin(8*x**2+1)	-sin(1) - 8*x**2*cos(1) + 32*x**4*sin(1)
-exp(-5*x**2+7)-(2*x**2/7)*cos(-4*x**2+7)-sinh(-7*x**3+8)	-exp(7) - sinh(8) + x**2*(-2*cos(7)/7 + 5*exp(7)) + 7*x**3*cosh(8) + x**4*(-25*exp(7)/2 - 8*sin(7)/7)
sinh(-5*x**2-1)	-sinh(1) - 5*x**2*cosh(1) - 25*x**4*sinh(1)/2
tanh(-9*x**2+3)	tanh(3) + x**2*(-9 + 9*tanh(3)**2) + x**4*(-81*tanh(3) + 81*tanh(3)**3)
(2*x**2-8)*cos(-4*x**3/5)	-8 + 2*x**2
(4*x**2-1)*tanh(3*x**2+7)+(4*x**2/3)*cos(9*x+3)+exp(-7*x+7)	exp(7) - tanh(7) - 7*x*exp(7) + x**2*(-3 + 4*cos(3)/3 + 3*tanh(7)**2 + 4*tanh(7) + 49*exp(7)/2) + x**3*(-343*exp(7)/6 - 12*sin(3)) + x**4*(-12*tanh(7)**2 - 9*tanh(7)**3 + 9*tanh(7) + 12 - 54*cos(3) + 2401*exp(7)/24)
sinh(6*x**3-2)-(3*x**3-4)*exp(-3*x**3-6)	4*exp(-6) - sinh(2) + x**3*(-15*exp(-6) + 6*cosh(2))
(2*x+4)*exp(7*x**2+7)-(5*x**2+9)*exp(6*x**2+8)/(6*x/4)*exp(-3*x-4)	-6*exp(4)/x + 4*exp(7) + 18*exp(4) + x*(-199*exp(4)/3 + 2*exp(7)) + x**2*(145*exp(4) + 28*exp(7)) + x**3*(-1301*exp(4)/4 + 14*exp(7)) + x**4*(11463*exp(4)/20 + 98*exp(7))
(9*x+7)*tan(-7*x**2-6)+exp(4*x-3)	-7*tan(6) + exp(-3) + x*(4*exp(-3) - 9*tan(6)) + x**2*(-49 - 49*tan(6)**2 + 8*exp(-3)) + x**3*(-63 - 63*tan(6)**2 + 32*exp(-3)/3) + x**4*(32*exp(-3)/3 - 343*tan(6)**3 - 343*tan(6))
(3*x**3/8)*sinh(6*x**2-2)+(8*x**3/6)*tan(5*x**2/8)/exp(7*x**2-7)	-3*x**3*sinh(2)/8
exp(6*x**3-4)/exp(8*x-4)+sinh(2*x**2/8)	1 - 8*x + 129*x**2/4 - 238*x**3/3 + 368*x**4/3
-(3*x**3-2)*cos(6*x+1)+(7*x**3+7)*tan(-8*x/8)	2*cos(1) + x*(-12*sin(1) - 7) - 36*x**2*cos(1) + x**3*(-7/3 - 3*cos(1) + 72*sin(1)) + x**4*(-7 + 18*sin(1) + 108*cos(1))
-cosh(6*x**3+7)	-cosh(7) - 6*x**3*sinh(7)
(3*x+7)*exp(3*x**2/2)/exp(-6*x**3+9)	7*exp(-9) + 3*x*exp(-9) + 21*x**2*exp(-9)/2 + 93*x**3*exp(-9)/2 + 207*x**4*exp(-9)/8
-cos(-4*x**2-8)-tan(-2*x**3)-(6*x/8)*exp(4*x**2-9)	-cos(8) - 3*x*exp(-9)/4 + 4*x**2*sin(8) + x**3*(2 - 3*exp(-9)) + 8*x**4*cos(8)
(9*x**3+6)*cos(-8*x**3/7)/sin(2*x**3-3)	-6/sin(3) + x**3*(-9/sin(3) - 12*cos(3)/sin(3)**2)
-exp(9*x**2-7)	-exp(-7) - 9*x**2*exp(-7) - 81*x**4*exp(-7)/2
-exp(-6*x**3-8)	-exp(-8) + 6*x**3*exp(-8)
-exp(-5*x**2-6)+(4*x**3+5)*cosh(6*x/7)+(6*x/5)*sin(-5*x**2/6)	5 - exp(-6) + x**2*(5*exp(-6) + 90/49) + 3*x**3 + x**4*(270/2401 - 25*exp(-6)/2)
exp(3*x-8)+tan(-2*x**3-4)-(6*x**2+6)*exp(3*x+8)	exp(-8) - tan(4) - 6*exp(8) + x*(-18*exp(8) + 3*exp(-8)) + x**2*(-33*exp(8) + 9*exp(-8)/2) + x**3*(-45*exp(8) - 2*tan(4)**2 - 2 + 9*exp(-8)/2) + x**4*(-189*exp(8)/4 + 27*exp(-8)/8)
(7*x**2-8)*tan(-8*x**3/9)/tanh(4*x/7)	112*x**2/9 - 1802*x**4/189
(6*x)*cosh(4*x**3+2)	6*x*cosh(2) + 24*x**4*sinh(2)
exp(-6*x**2/2)	1 - 3*x**2 + 9*x**4/2
cos(-5*x**2-5)+(5*x**2+4)*tan(-6*x**2-9)	-4*tan(9) + cos(5) + x**2*(-24 - 24*tan(9)**2 - 5*tan(9) - 5*sin(5)) + x**4*(-30 - 30*tan(9)**2 - 25*cos(5)/2 - 144*tan(9)**3 - 144*tan(9))
-tan(-7*x**3+7)	-tan(7) + x**3*(7*tan(7)**2 + 7)
(8*x**3/3)*exp(7*x**3/4)-(5*x**3+8)*tanh(2*x**3/7)	8*x**3/21
(4*x+7)*cos(5*x**2-5)/cosh(-4*x**3/6)/(8*x-9)*exp(2*x**3)	-7*cos(5)/9 - 92*x*cos(5)/81 + x**2*(-736*cos(5)/729 - 35*sin(5)/9) + x**3*(-16094*cos(5)/6561 - 460*sin(5)/81) + x**4*(785695*cos(5)/118098 - 3680*sin(5)/729)
(7*x+4)*exp(-5*x**2+2)+cosh(-5*x**3+7)	cosh(7) + 4*exp(2) + 7*x*exp(2) - 20*x**2*exp(2) + x**3*(-5*sinh(7) - 35*exp(2)) + 50*x**4*exp(2)
